row,n0: Biological Entity,n1: Disease,n2: Phenotypic Feature,n3: Gene,score
3668,hemiplegia (MONDO:0001170),spastic ataxia 5 (MONDO:0013776),Sleep myoclonus (HP:0012323),AFG3L2 (NCBIGene:10939),0.04868278031142926
3669,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Feeding difficulties (HP:0011968),COL13A1 (NCBIGene:1305),0.04868277709963639
3670,hemiplegia (MONDO:0001170),neurodegeneration with brain iron accumulation 4 (MONDO:0013674),Limitation of neck motion (HP:0005986),DNAJC13 (NCBIGene:23317),0.04866957276760337
3671,hemiplegia (MONDO:0001170),syndromic X-linked intellectual disability Najm type (MONDO:0010417),Limitation of neck motion (HP:0005986),DCTN1 (NCBIGene:1639),0.048669572767603364
3672,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Poor suck (HP:0002033),CHAT (NCBIGene:1103),0.04866779985245356
3673,hemiplegia (MONDO:0001170),holoprosencephaly (MONDO:0016296),Chorea (HP:0002072),FOXG1 (NCBIGene:2290),0.04866150065554367
3674,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Feeding difficulties (HP:0011968),CHRND (NCBIGene:1144),0.048658141838004695
3675,hemiplegia (MONDO:0001170),Kufor-Rakeb syndrome (MONDO:0011706),Visual hallucinations (HP:0002367),ATP13A2 (NCBIGene:23400),0.0486568486471902
3676,hemiplegia (MONDO:0001170),lysinuric protein intolerance (MONDO:0009109),Nausea (HP:0002018),SLC7A7 (NCBIGene:9056),0.04865330584981746
3677,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease type 2A2 (MONDO:0012231),Hallux valgus (HP:0001822),MFN2 (NCBIGene:9927),0.048653202000641244
3678,hemiplegia (MONDO:0001170),spinocerebellar ataxia type 7 (MONDO:0008120),Babinski sign (HP:0003487),ATXN7 (NCBIGene:6314),0.04864863502585368
3679,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Motor delay (HP:0001270),PLEC (NCBIGene:5339),0.04864482766321456
3680,hemiplegia (MONDO:0001170),Menkes disease (MONDO:0010651),Abnormal carotid artery morphology (HP:0005344),ATP7A (NCBIGene:538),0.04864412312121956
3681,hemiplegia (MONDO:0001170),ataxia with oculomotor apraxia type 1 (MONDO:0008842),Talipes (HP:0001883),SETX (NCBIGene:23064),0.04864081293189521
3682,hemiplegia (MONDO:0001170),adult Refsum disease (MONDO:0009958),Hallux valgus (HP:0001822),PEX7 (NCBIGene:5191),0.04863780897211821
3683,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Hip pain (HP:0030838),PSTPIP1 (NCBIGene:9051),0.04862785943397726
3684,hemiplegia (MONDO:0001170),Chediak-Higashi syndrome (MONDO:0008963),Neutropenia (HP:0001875),LYST (NCBIGene:1130),0.04861824339465499
3685,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Myalgia (HP:0003326),MEFV (NCBIGene:4210),0.04861751649892042
3686,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Enlarged thorax (HP:0100625),PTPN11 (NCBIGene:5781),0.04861344370312509
3687,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Abnormal hair quantity (HP:0011362),PTPN11 (NCBIGene:5781),0.04861344370312509
3688,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Thickened nuchal skin fold (HP:0000474),PTPN11 (NCBIGene:5781),0.04861344370312509
3689,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Thick lower lip vermilion (HP:0000179),PTPN11 (NCBIGene:5781),0.04861344370312509
3690,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Joint hyperflexibility (HP:0005692),PTPN11 (NCBIGene:5781),0.04861344370312509
3691,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Feeding difficulties in infancy (HP:0008872),PTPN11 (NCBIGene:5781),0.04861344370312509
3692,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Aplasia/Hypoplasia of the abdominal wall musculature (HP:0010318),PTPN11 (NCBIGene:5781),0.04861344370312509
3693,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Abnormality of the spleen (HP:0001743),PTPN11 (NCBIGene:5781),0.04861344370312509
3694,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Abnormal dermatoglyphics (HP:0007477),PTPN11 (NCBIGene:5781),0.04861344370312509
3695,hemiplegia (MONDO:0001170),systemic primary carnitine deficiency disease (MONDO:0008919),Lethargy (HP:0001254),CPT2 (NCBIGene:1376),0.04860780123782253
3696,hemiplegia (MONDO:0001170),alpha-N-acetylgalactosaminidase deficiency type 1 (MONDO:0012221),Sleep myoclonus (HP:0012323),NAGA (NCBIGene:4668),0.04860721232065368
3697,hemiplegia (MONDO:0001170),Nijmegen breakage syndrome (MONDO:0009623),Recurrent respiratory infections (HP:0002205),ATM (NCBIGene:472),0.04860563189758011
3698,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease type 2Y (MONDO:0014735),Hallux valgus (HP:0001822),VCP (NCBIGene:7415),0.04859462162920293
3699,hemiplegia (MONDO:0001170),glutaryl-CoA dehydrogenase deficiency (MONDO:0009281),Irritability (HP:0000737),GCDH (NCBIGene:2639),0.04859230197686839
3700,hemiplegia (MONDO:0001170),X-linked adrenoleukodystrophy (MONDO:0018544),Urinary bladder sphincter dysfunction (HP:0002839),ABCD1 (NCBIGene:215),0.048590618772775075
3701,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Feeding difficulties (HP:0011968),CHRNB1 (NCBIGene:1140),0.04858981091871069
3702,hemiplegia (MONDO:0001170),spinal muscular atrophy-progressive myoclonic epilepsy syndrome (MONDO:0008045),Sleep myoclonus (HP:0012323),ASAH1 (NCBIGene:427),0.04858545196250457
3703,hemiplegia (MONDO:0001170),Sengers syndrome (MONDO:0008922),Chronic fatigue (HP:0012432),TAZ (NCBIGene:6901),0.04858332905060359
3704,hemiplegia (MONDO:0001170),mitochondrial complex II deficiency (MONDO:0009641),Sleep myoclonus (HP:0012323),SDHA (NCBIGene:6389),0.04858088659841216
3705,hemiplegia (MONDO:0001170),Gitelman syndrome (MONDO:0009904),Polyuria (HP:0000103),BSND (NCBIGene:7809),0.0485795410163609
3706,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease dominant intermediate c (MONDO:0012012),Hallux valgus (HP:0001822),YARS1 (NCBIGene:8565),0.048576517067082395
3707,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Arrhythmia (HP:0011675),NRAS (NCBIGene:4893),0.048575886946981284
3708,hemiplegia (MONDO:0001170),congenital myasthenic syndrome 6 (MONDO:0009689),Respiratory distress (HP:0002098),FGFR1 (NCBIGene:2260),0.04857584535654215
3709,hemiplegia (MONDO:0001170),multiple acyl-CoA dehydrogenase deficiency (MONDO:0009282),Respiratory distress (HP:0002098),ETFB (NCBIGene:2109),0.04856923675533187
3710,hemiplegia (MONDO:0001170),acute promyelocytic leukemia (MONDO:0012883),Chronic fatigue (HP:0012432),GLI2 (NCBIGene:2736),0.04855963715826741
3711,hemiplegia (MONDO:0001170),systemic primary carnitine deficiency disease (MONDO:0008919),Hepatomegaly (HP:0002240),SLC22A5 (NCBIGene:6584),0.04854839034889481
3712,hemiplegia (MONDO:0001170),multiple acyl-CoA dehydrogenase deficiency (MONDO:0009282),Respiratory distress (HP:0002098),ETFA (NCBIGene:2108),0.04854662689066328
3713,hemiplegia (MONDO:0001170),neurofibromatosis-Noonan syndrome (MONDO:0011035),Macrocephaly (HP:0000256),MAP2K2 (NCBIGene:5605),0.04854528270756051
3714,hemiplegia (MONDO:0001170),lysinuric protein intolerance (MONDO:0009109),Neonatal hypotonia (HP:0001319),SLC7A7 (NCBIGene:9056),0.04854128448293474
3715,hemiplegia (MONDO:0001170),Charlevoix-Saguenay spastic ataxia (MONDO:0010041),Talipes (HP:0001883),SACS (NCBIGene:26278),0.04853616248633264
3716,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease type 1A (MONDO:0007309),Distal amyotrophy (HP:0003693),PMP22 (NCBIGene:5376),0.048536001141778716
3717,hemiplegia (MONDO:0001170),variegate porphyria (MONDO:0008297),Nausea and vomiting (HP:0002017),HMBS (NCBIGene:3145),0.0485339912977542
3718,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Chronic fatigue (HP:0012432),PSTPIP1 (NCBIGene:9051),0.0485317228291512
3719,hemiplegia (MONDO:0001170),muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies) type A3 (MONDO:0009667),Sleep myoclonus (HP:0012323),POMGNT1 (NCBIGene:55624),0.048527623169528626
3720,hemiplegia (MONDO:0001170),GNE myopathy (MONDO:0011603),Rimmed vacuoles (HP:0003805),SQSTM1 (NCBIGene:8878),0.04852713413410782
3721,hemiplegia (MONDO:0001170),Nijmegen breakage syndrome (MONDO:0009623),Cachexia (HP:0004326),NBN (NCBIGene:4683),0.04852694819462071
3722,hemiplegia (MONDO:0001170),thoracic aortic aneurysm (MONDO:0005396),Abdominal cramps (HP:0032155),TGFBR2 (NCBIGene:7048),0.04852497919855657
3723,hemiplegia (MONDO:0001170),glutaryl-CoA dehydrogenase deficiency (MONDO:0009281),Neonatal hypotonia (HP:0001319),GCDH (NCBIGene:2639),0.04851437014870702
3724,hemiplegia (MONDO:0001170),Noonan syndrome (MONDO:0018997),Abnormal bleeding (HP:0001892),KRAS (NCBIGene:3845),0.048514159777752294
3725,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease type 1A (MONDO:0007309),Distal sensory impairment (HP:0002936),PMP22 (NCBIGene:5376),0.048513084774484225
3726,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease type 5 (MONDO:0010877),Hallux valgus (HP:0001822),MFN2 (NCBIGene:9927),0.048508815430877664
3727,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Hip pain (HP:0030838),KLRC4 (NCBIGene:8302),0.04850806282494315
3728,hemiplegia (MONDO:0001170),Chediak-Higashi syndrome (MONDO:0008963),Hepatomegaly (HP:0002240),LYST (NCBIGene:1130),0.04850590172661783
3729,hemiplegia (MONDO:0001170),PMM2-CDG (MONDO:0008907),Neonatal hypotonia (HP:0001319),PMM2 (NCBIGene:5373),0.0484976105207558
3730,hemiplegia (MONDO:0001170),osteoporosis (MONDO:0005298),Hypercalciuria (HP:0002150),CYP24A1 (NCBIGene:1591),0.04849558844567914
3731,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Chronic fatigue (HP:0012432),KLRC4 (NCBIGene:8302),0.04849132124933664
3732,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Feeding difficulties (HP:0011968),SLC25A1 (NCBIGene:6576),0.0484902543780636
3733,hemiplegia (MONDO:0001170),adult Refsum disease (MONDO:0009958),Hallux valgus (HP:0001822),HSD17B4 (NCBIGene:3295),0.048489191836447336
3734,hemiplegia (MONDO:0001170),chronic obstructive pulmonary disease (MONDO:0005002),Decreased body weight (HP:0004325),MSH6 (NCBIGene:2956),0.04848393068701507
3735,hemiplegia (MONDO:0001170),plasma cell myeloma (MONDO:0009693),Elevated serum creatinine (HP:0003259),MUC1 (NCBIGene:4582),0.048483221557855324
3736,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Apneic episodes precipitated by illness fatigue stress (HP:0002872),CHAT (NCBIGene:1103),0.048479499569538564
3737,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Sudden episodic apnea (HP:0002882),CHAT (NCBIGene:1103),0.04847949956953855
3738,hemiplegia (MONDO:0001170),autosomal recessive limb-girdle muscular dystrophy type 2A (MONDO:0009675),Eosinophilia (HP:0001880),CAPN3 (NCBIGene:825),0.04847905196271052
3739,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Chronic fatigue (HP:0012432),IL12A (NCBIGene:3592),0.04846809176079997
3740,hemiplegia (MONDO:0001170),plasma cell myeloma (MONDO:0009693),Osteopenia (HP:0000938),MAFB (NCBIGene:9935),0.04846711046557092
3741,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Areflexia (HP:0001284),SNAP25 (NCBIGene:6616),0.048464251541518316
3742,hemiplegia (MONDO:0001170),Emery-Dreifuss muscular dystrophy 3 autosomal recessive (MONDO:0014676),Arrhythmia (HP:0011675),LMNA (NCBIGene:4000),0.048463503235680855
3743,hemiplegia (MONDO:0001170),Menkes disease (MONDO:0010651),Thickened skin (HP:0001072),ATP7A (NCBIGene:538),0.04846223130870328
3744,hemiplegia (MONDO:0001170),progressive pseudorheumatoid arthropathy of childhood (MONDO:0008827),Hallux valgus (HP:0001822),CCN6 (NCBIGene:8838),0.04846116003631748
3745,hemiplegia (MONDO:0001170),Liddle syndrome (MONDO:0008323),Chronic fatigue (HP:0012432),SCNN1G (NCBIGene:6340),0.04846011169616824
3746,hemiplegia (MONDO:0001170),X-linked centronuclear myopathy (MONDO:0010683),Scoliosis (HP:0002650),MTM1 (NCBIGene:4534),0.0484559047496956
3747,hemiplegia (MONDO:0001170),acute promyelocytic leukemia (MONDO:0012883),Chronic fatigue (HP:0012432),PRKAR1A (NCBIGene:5573),0.048451048842819915
3748,hemiplegia (MONDO:0001170),VIPoma (MONDO:0019960),Chronic fatigue (HP:0012432),MEN1 (NCBIGene:4221),0.04845100093136387
3749,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Hip pain (HP:0030838),IL12A (NCBIGene:3592),0.04844891148517299
3750,hemiplegia (MONDO:0001170),adult Refsum disease (MONDO:0009958),Hallux valgus (HP:0001822),PEX5 (NCBIGene:5830),0.04844566974737188
3751,hemiplegia (MONDO:0001170),inherited porphyria (MONDO:0019142),Abdominal cramps (HP:0032155),PPOX (NCBIGene:5498),0.04844045349666959
3752,hemiplegia (MONDO:0001170),Addison disease (MONDO:0009410),Abdominal cramps (HP:0032155),CTLA4 (NCBIGene:1493),0.048436477085699356
3753,hemiplegia (MONDO:0001170),Cockayne syndrome type 1 (MONDO:0019569),Arrhythmia (HP:0011675),ERCC8 (NCBIGene:1161),0.04843489039205825
3754,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Abdominal cramps (HP:0032155),CCR1 (NCBIGene:1230),0.04843445234516833
3755,hemiplegia (MONDO:0001170),acute intermittent porphyria (MONDO:0008294),Arrhythmia (HP:0011675),AVP (NCBIGene:551),0.048433901237737116
3756,hemiplegia (MONDO:0001170),MELAS syndrome (MONDO:0010789),Nausea and vomiting (HP:0002017),MT-ND5 (NCBIGene:4540),0.04843157238651656
3757,hemiplegia (MONDO:0001170),MELAS syndrome (MONDO:0010789),Nausea and vomiting (HP:0002017),MT-ND1 (NCBIGene:4535),0.04843157238651656
3758,hemiplegia (MONDO:0001170),MELAS syndrome (MONDO:0010789),Nausea and vomiting (HP:0002017),MT-CO2 (NCBIGene:4513),0.04842675936910586
3759,hemiplegia (MONDO:0001170),cystinosis (MONDO:0016239),Failure to thrive (HP:0001508),CTNS (NCBIGene:1497),0.048417627318200075
3760,hemiplegia (MONDO:0001170),metachromatic leukodystrophy juvenile form (MONDO:0009591),Chorea (HP:0002072),ARSA (NCBIGene:410),0.04841753172950667
3761,hemiplegia (MONDO:0001170),metachromatic leukodystrophy adult form (MONDO:0017730),Chorea (HP:0002072),ARSA (NCBIGene:410),0.04841753172950666
3762,hemiplegia (MONDO:0001170),osteoporosis (MONDO:0005298),Decreased body weight (HP:0004325),LTF (NCBIGene:4057),0.04841441330661012
3763,hemiplegia (MONDO:0001170),medium chain acyl-CoA dehydrogenase deficiency (MONDO:0008721),Lethargy (HP:0001254),SLC22A5 (NCBIGene:6584),0.04841439928941471
3764,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease recessive intermediate a (MONDO:0012014),Peripheral demyelination (HP:0011096),GDAP1 (NCBIGene:54332),0.048414034116781204
3765,hemiplegia (MONDO:0001170),chorea-acanthocytosis (MONDO:0008695),Neonatal hypotonia (HP:0001319),VPS13A (NCBIGene:23230),0.048412953441208155
3766,hemiplegia (MONDO:0001170),MELAS syndrome (MONDO:0010789),Nausea and vomiting (HP:0002017),MT-ND4 (NCBIGene:4538),0.04840759113615443
3767,hemiplegia (MONDO:0001170),cerebrotendinous xanthomatosis (MONDO:0008948),Tendon xanthomatosis (HP:0010874),TTPA (NCBIGene:7274),0.04840550804504678
3768,hemiplegia (MONDO:0001170),ornithine aminotransferase deficiency (MONDO:0009796),Abnormality of metabolism/homeostasis (HP:0001939),OAT (NCBIGene:4942),0.048403283450451993
3769,hemiplegia (MONDO:0001170),very long chain acyl-CoA dehydrogenase deficiency (MONDO:0008723),Respiratory distress (HP:0002098),CPT2 (NCBIGene:1376),0.048402040964945534
3770,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Abdominal cramps (HP:0032155),STAT4 (NCBIGene:6775),0.04839459008763183
3771,hemiplegia (MONDO:0001170),ataxia with oculomotor apraxia type 1 (MONDO:0008842),Talipes (HP:0001883),TTPA (NCBIGene:7274),0.04839319534975563
3772,hemiplegia (MONDO:0001170),acute intermittent porphyria (MONDO:0008294),Hyperhidrosis (HP:0000975),HMBS (NCBIGene:3145),0.04839259902042259
3773,hemiplegia (MONDO:0001170),brain small vessel disease 1 with or without ocular anomalies (MONDO:0008289),Tetraparesis (HP:0002273),COL4A1 (NCBIGene:1282),0.048388082520913436
3774,hemiplegia (MONDO:0001170),MELAS syndrome (MONDO:0010789),Nausea and vomiting (HP:0002017),MT-ND6 (NCBIGene:4541),0.048383553836186165
3775,hemiplegia (MONDO:0001170),metachromatic leukodystrophy juvenile form (MONDO:0009591),Peripheral demyelination (HP:0011096),PSAP (NCBIGene:5660),0.04838282129979426
3776,hemiplegia (MONDO:0001170),metachromatic leukodystrophy due to saposin b deficiency (MONDO:0009590),Peripheral demyelination (HP:0011096),PSAP (NCBIGene:5660),0.04838282129979425
3777,hemiplegia (MONDO:0001170),systemic primary carnitine deficiency disease (MONDO:0008919),Elevated hepatic transaminase (HP:0002910),SLC22A5 (NCBIGene:6584),0.04836277884379131
3778,hemiplegia (MONDO:0001170),MELAS syndrome (MONDO:0010789),Nausea and vomiting (HP:0002017),MT-CO1 (NCBIGene:4512),0.04835946031262606
3779,hemiplegia (MONDO:0001170),MELAS syndrome (MONDO:0010789),Nausea and vomiting (HP:0002017),MT-CO3 (NCBIGene:4514),0.04835946031262606
3780,hemiplegia (MONDO:0001170),inherited porphyria (MONDO:0019142),Nausea and vomiting (HP:0002017),HMBS (NCBIGene:3145),0.04835198166220067
3781,hemiplegia (MONDO:0001170),Alexander disease (MONDO:0008752),Progressive macrocephaly (HP:0004481),GFAP (NCBIGene:2670),0.04834988189250115
3782,hemiplegia (MONDO:0001170),Rett syndrome (MONDO:0010726),Scoliosis (HP:0002650),UBE3A (NCBIGene:7337),0.04834779635220984
3783,hemiplegia (MONDO:0001170),chronic obstructive pulmonary disease (MONDO:0005002),Decreased body weight (HP:0004325),TET2 (NCBIGene:54790),0.04834633474931701
3784,hemiplegia (MONDO:0001170),systemic primary carnitine deficiency disease (MONDO:0008919),Lethargy (HP:0001254),CPS1 (NCBIGene:1373),0.04834083929731492
3785,hemiplegia (MONDO:0001170),juvenile dermatomyositis (MONDO:0008054),Hip pain (HP:0030838),HLA-B (NCBIGene:3106),0.04834018140125269
3786,hemiplegia (MONDO:0001170),Ehlers-Danlos syndrome classic type (MONDO:0007522),Joint hypermobility (HP:0001382),COL1A1 (NCBIGene:1277),0.04833706580005161
3787,hemiplegia (MONDO:0001170),chronic obstructive pulmonary disease (MONDO:0005002),Decreased body weight (HP:0004325),MAPT (NCBIGene:4137),0.0483253958386631
3788,hemiplegia (MONDO:0001170),Fukuyama congenital muscular dystrophy (MONDO:0009678),Ventriculomegaly (HP:0002119),FKTN (NCBIGene:2218),0.04832529600894727
3789,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease type 1A (MONDO:0007309),Kyphoscoliosis (HP:0002751),PMP22 (NCBIGene:5376),0.04832269932691802
3790,hemiplegia (MONDO:0001170),Addison disease (MONDO:0009410),Hip pain (HP:0030838),CTLA4 (NCBIGene:1493),0.048310097930636356
3791,hemiplegia (MONDO:0001170),familial hemophagocytic lymphohistiocytosis type 1 (MONDO:0009974),Hepatomegaly (HP:0002240),PRF1 (NCBIGene:5551),0.04830788959395785
3792,hemiplegia (MONDO:0001170),Chiari malformation type I (MONDO:0007316),Urinary incontinence (HP:0000020),NOTCH3 (NCBIGene:4854),0.04829731339651022
3793,hemiplegia (MONDO:0001170),multiple acyl-CoA dehydrogenase deficiency (MONDO:0009282),Respiratory distress (HP:0002098),CPT2 (NCBIGene:1376),0.04829658914890717
3794,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Erythema nodosum (HP:0012219),ADA2 (NCBIGene:51816),0.048293212929531995
3795,hemiplegia (MONDO:0001170),sarcoidosis (MONDO:0019338),Hepatomegaly (HP:0002240),CD40LG (NCBIGene:959),0.048280933581953886
3796,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease type 1A (MONDO:0007309),Acute demyelinating polyneuropathy (HP:0007131),PMP22 (NCBIGene:5376),0.048274591535540035
3797,hemiplegia (MONDO:0001170),autosomal dominant centronuclear myopathy (MONDO:0008048),Centrally nucleated skeletal muscle fibers (HP:0003687),BIN1 (NCBIGene:274),0.048270954824703255
3798,hemiplegia (MONDO:0001170),systemic primary carnitine deficiency disease (MONDO:0008919),Lethargy (HP:0001254),ACADS (NCBIGene:35),0.04826309071619267
3799,hemiplegia (MONDO:0001170),Ehlers-Danlos syndrome classic type (MONDO:0007522),Joint hypermobility (HP:0001382),COL5A1 (NCBIGene:1289),0.04826207781633848
3800,hemiplegia (MONDO:0001170),congenital myasthenic syndrome (MONDO:0018940),Easy fatigability (HP:0003388),COLQ (NCBIGene:8292),0.04825954118074762
3801,hemiplegia (MONDO:0001170),very long chain acyl-CoA dehydrogenase deficiency (MONDO:0008723),Lethargy (HP:0001254),CPT2 (NCBIGene:1376),0.04825727799687316
3802,hemiplegia (MONDO:0001170),inherited porphyria (MONDO:0019142),Nausea and vomiting (HP:0002017),CPOX (NCBIGene:1371),0.048256849776548656
3803,hemiplegia (MONDO:0001170),multiple acyl-CoA dehydrogenase deficiency (MONDO:0009282),Nausea (HP:0002018),ETFDH (NCBIGene:2110),0.04825375427019573
3804,hemiplegia (MONDO:0001170),multiple acyl-CoA dehydrogenase deficiency (MONDO:0009282),Neonatal hypotonia (HP:0001319),ETFDH (NCBIGene:2110),0.048247220775186575
3805,hemiplegia (MONDO:0001170),systemic primary carnitine deficiency disease (MONDO:0008919),Lethargy (HP:0001254),SLC25A20 (NCBIGene:788),0.048244305625570826
3806,hemiplegia (MONDO:0001170),freeman-Sheldon syndrome (MONDO:0008675),Hip contracture (HP:0003273),MYH3 (NCBIGene:4621),0.0482427970515772
3807,hemiplegia (MONDO:0001170),Berardinelli-Seip congenital lipodystrophy (MONDO:0018883),Insulin resistance (HP:0000855),BSCL2 (NCBIGene:26580),0.04824054347248238
3808,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease type 1A (MONDO:0007309),Decreased motor nerve conduction velocity (HP:0003431),PMP22 (NCBIGene:5376),0.04822970948805549
3809,hemiplegia (MONDO:0001170),Chediak-Higashi syndrome (MONDO:0008963),Jaundice (HP:0000952),LYST (NCBIGene:1130),0.048229018968694054
3810,hemiplegia (MONDO:0001170),Menkes disease (MONDO:0010651),Hyperextensible skin (HP:0000974),ATP7A (NCBIGene:538),0.04822497884519116
3811,hemiplegia (MONDO:0001170),Walker-Warburg syndrome (MONDO:0019523),Ventriculomegaly (HP:0002119),FKTN (NCBIGene:2218),0.04821781204448686
3812,hemiplegia (MONDO:0001170),medium chain acyl-CoA dehydrogenase deficiency (MONDO:0008721),Lethargy (HP:0001254),ACADSB (NCBIGene:36),0.04821618123400433
3813,hemiplegia (MONDO:0001170),hemolytic anemia due to glucophosphate isomerase deficiency (MONDO:0013275),Impaired neutrophil bactericidal activity (HP:0011993),GPI (NCBIGene:2821),0.048206069814685754
3814,hemiplegia (MONDO:0001170),Menkes disease (MONDO:0010651),Abnormal palate morphology (HP:0000174),ATP7A (NCBIGene:538),0.04820242397199435
3815,hemiplegia (MONDO:0001170),systemic primary carnitine deficiency disease (MONDO:0008919),Lethargy (HP:0001254),ACADVL (NCBIGene:37),0.04819692328266886
3816,hemiplegia (MONDO:0001170),leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome (MONDO:0012622),Leukoencephalopathy (HP:0002352),DARS2 (NCBIGene:55157),0.04819271906505542
3817,hemiplegia (MONDO:0001170),Behcet disease (MONDO:0007191),Abdominal cramps (HP:0032155),ERAP1 (NCBIGene:51752),0.04819205970781538
3818,hemiplegia (MONDO:0001170),Walker-Warburg syndrome (MONDO:0019523),Ventriculomegaly (HP:0002119),POMGNT1 (NCBIGene:55624),0.048191679007296796
3819,hemiplegia (MONDO:0001170),athyreosis (MONDO:0019855),Chronic fatigue (HP:0012432),PAX8 (NCBIGene:7849),0.04819162423786631
3820,hemiplegia (MONDO:0001170),Menkes disease (MONDO:0010651),Narrow chest (HP:0000774),ATP7A (NCBIGene:538),0.048184326108774884
3821,hemiplegia (MONDO:0001170),osteoporosis (MONDO:0005298),Hypercalciuria (HP:0002150),PTH1R (NCBIGene:5745),0.04814941252759412
3822,hemiplegia (MONDO:0001170),Alexander disease (MONDO:0008752),Diffuse demyelination of the cerebral white matter (HP:0007162),GFAP (NCBIGene:2670),0.04814885588311183
3823,hemiplegia (MONDO:0001170),Ehlers-Danlos syndrome classic type (MONDO:0007522),Hyperextensible skin (HP:0000974),COL5A1 (NCBIGene:1289),0.048141568511269064
3824,hemiplegia (MONDO:0001170),freeman-Sheldon syndrome (MONDO:0008675),Elbow flexion contracture (HP:0002987),MYH3 (NCBIGene:4621),0.048139303091456094
3825,hemiplegia (MONDO:0001170),Ehlers-Danlos syndrome classic type (MONDO:0007522),Bruising susceptibility (HP:0000978),COL1A1 (NCBIGene:1277),0.048138767452394
3826,hemiplegia (MONDO:0001170),chronic obstructive pulmonary disease (MONDO:0005002),Decreased body weight (HP:0004325),PTPN22 (NCBIGene:26191),0.048132844296438125
3827,hemiplegia (MONDO:0001170),GNE myopathy (MONDO:0011603),Foot dorsiflexor weakness (HP:0009027),GNE (NCBIGene:10020),0.04813120129722967
3828,hemiplegia (MONDO:0001170),Berardinelli-Seip congenital lipodystrophy (MONDO:0018883),Hyperhidrosis (HP:0000975),AGPAT2 (NCBIGene:10555),0.048118756692086956
3829,hemiplegia (MONDO:0001170),temporal arteritis (MONDO:0008538),Hip pain (HP:0030838),PTPN22 (NCBIGene:26191),0.048111304278091856
3830,hemiplegia (MONDO:0001170),inherited porphyria (MONDO:0019142),Chronic fatigue (HP:0012432),ALAS2 (NCBIGene:212),0.04808742560355363
3831,hemiplegia (MONDO:0001170),Charcot-Marie-Tooth disease X-linked recessive 5 (MONDO:0010699),Onion bulb formation (HP:0003383),PRPS1 (NCBIGene:5631),0.04808670927331914
3832,hemiplegia (MONDO:0001170),Menkes disease (MONDO:0010651),Brachycephaly (HP:0000248),ATP7A (NCBIGene:538),0.04808427110440885
3833,hemiplegia (MONDO:0001170),MELAS syndrome (MONDO:0010789),Chronic fatigue (HP:0012432),MT-CO2 (NCBIGene:4513),0.04808319842653534
3834,hemiplegia (MONDO:0001170),Walker-Warburg syndrome (MONDO:0019523),Ventriculomegaly (HP:0002119),POMT2 (NCBIGene:29954),0.04807830021484481
